﻿Plant_ID,Type,Scientific_Name,Scientific_Name_With_Authors,Common_Name,Family,Genus,Species,Species_Author,Infraspecies,Infraspecies_Author,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration
666,Accepted Name,Lobelia dortmanna,Lobelia dortmanna L.,water lobelia,Campanulaceae,Lobelia,dortmanna,L.,,,Y,,9,N,Y,,,OBL,OBL,S4,G4G5,Vascular,Soft water lakes and ponds. Basal rosette of leaves are submersed and grow on firm sandy to gravelly (occasionally more mucky) substrates. Scapes are submersed or often become emersed.,Forb/herb,Perennial
665,Accepted Name,Lobelia inflata,Lobelia inflata L.,Indian tobacco,Campanulaceae,Lobelia,inflata,L.,,,Y,,1,N,Y,,,FACU,FACU,S5,G5,Vascular,"Dirt and logging roads; cut forests, forest clearings, and thin forests; and gravel bars of streams and disturbed areas. Often along paths, on tip up mounds, or other disturbed soils in mesic to dry-mesic forested sites. Occasionally in drier sites.",Forb/herb,Annual
664,Accepted Name,Lobelia kalmii,Lobelia kalmii L.,Kalm’s lobelia,Campanulaceae,Lobelia,kalmii,L.,,,Y,,8,N,Y,,,OBL,OBL,S5,G5,Vascular,Wet calcareous cliffs; gravelly and peaty banks of streams and ponds; and fens and other calcareous wet sites. Lobelia kalmii is a small plant and it grows best where the adjacent herbaceous vegetation is low. It grows almost exclusively in calcareous wet sites.,Forb/herb,Perennial
662,Accepted Name,Lobelia siphilitica var. siphilitica,Lobelia siphilitica L. var. siphilitica,great blue lobelia,Campanulaceae,Lobelia,siphilitica,L.,var. siphilitica,,Y,,5,N,Y,,,FACW,FACW,S5,G5,Vascular,"Seepage areas, stream margins, fens, ditches, and drainage channels; wet thickets and forests; swamps and seepy road banks. Does particularly well in calcareous seepage areas.",Forb/herb,Perennial
661,Accepted Name,Lobelia spicata var. spicata,Lobelia spicata Lam. var. spicata,common spiked lobelia,Campanulaceae,Lobelia,spicata,Lam.,var. spicata,,Y,,4,N,Y,,,FAC,FAC,S5,G5,Vascular,"Wet to mesic fields and thickets; and disturbed soils. ",Forb/herb,Perennial
687,Accepted Name,Lonicera canadensis,Lonicera canadensis Bartram ex Marshall,American fly honeysuckle,Caprifoliaceae,Lonicera,canadensis,Bartram ex Marshall,,,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,"Cool forests, forested or cool stream banks, and ledges. More common in cooler parts of NY as a general understory shrub in forests. In warmer parts of NY, it is more restricted to cooler sites.",Shrub,Perennial
698,Accepted Name,Lonicera dioica,Lonicera dioica L.,smooth-leaved honeysuckle,Caprifoliaceae,Lonicera,dioica,L.,,,Y,,6,N,Y,,,FACU,FACU,S5,,Vascular,"Rocky thin forested slopes, forest edges, talus slopes, ledges, and thickets. A thin rather small vine becoming more robust in full sun.",Shrub,Perennial
696,Accepted Name,Lonicera sempervirens,Lonicera sempervirens L.,"trumpet honeysuckle, coral honeysuckle",Caprifoliaceae,Lonicera,sempervirens,L.,,,Y,,5,N,Y,,,FACU,FACU,S4,G5,Vascular,,Vine,Perennial
1964,Accepted Name,Ludwigia alternifolia,Ludwigia alternifolia L.,alternate-leaved seed-box,Onagraceae,Ludwigia,alternifolia,L.,,,Y,,6,N,Y,,,FACW,OBL,S4,G5,Vascular,,Forb/herb,Perennial
1965,Accepted Name,Ludwigia palustris,Ludwigia palustris (L.) Elliott,water purslane,Onagraceae,Ludwigia,palustris,(L.) Elliott,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edges of ponds, lakes, and streams; wet depressions, vernal pools, swamps, and marshes. Grows predominately in open sites where the soils are saturated to seasonally inundated and the adjacent herbaceous vegetation is not dense or tall. It does particularly well in open exposed muddy edges that result from water levels dropping. It can form dense extensive patches.",Forb/herb,Perennial
1967,Accepted Name,Ludwigia sphaerocarpa,Ludwigia sphaerocarpa Elliott,globe-fruited seed-box,Onagraceae,Ludwigia,sphaerocarpa,Elliott,,,Y,,9,N,Y,Threatened-State,,OBL,OBL,S2,G5,Vascular,,Forb/herb,Perennial
1475,Accepted Name,Lupinus perennis ssp. perennis,Lupinus perennis L. ssp. perennis,"wild lupine, sundial lupine",Fabaceae,Lupinus,perennis,L.,ssp. perennis,,Y,,7,N,Y,Rare-State,,,,S3,G5,Vascular,"Pine barrens, sandy open barrens, acidic oak dominated forests, bluffs, roadsides through forests, and edges of forests. This species does well with a relatively frequent fire regime. It may be decreasing in abundance as fires are prevented. In forested habitats, it often grows where Quercus montana and ericaceous shrubs are dominant.",Forb/herb,Perennial
1657,Accepted Name,Luzula acuminata var. acuminata,Luzula acuminata Raf. var. acuminata,hairy wood rush,Juncaceae,Luzula,acuminata,Raf.,var. acuminata,,Y,,7,N,Y,,,FAC,FACU,S5,G5,Vascular,Mesic forests and edges of forests.,Graminoid,Perennial
1643,Accepted Name,Luzula multiflora ssp. multiflora,Luzula multiflora (Ehrh.) Lej. ssp. multiflora,common wood rush,Juncaceae,Luzula,multiflora,(Ehrh.) Lej.,ssp. multiflora,,Y,,5,N,Y,,,FACU,FACU,S5,G5T5,Vascular,"Mesic forests, pastures, hayfields, and successional fields.",Graminoid,Perennial
1639,Accepted Name,Luzula parviflora ssp. melanocarpa,Luzula parviflora (Ehrh.) Desv. ssp. melanocarpa (Michx.) Hämet-Ahti,small-flowered wood rush,Juncaceae,Luzula,parviflora,(Ehrh.) Desv.,ssp. melanocarpa,(Michx.) Hämet-Ahti,Y,,6,N,Y,,,,FAC,S4,G5,Vascular,Banks of streams and cool wet-mesic hardwood-coniferous or coniferous forests. Mostly restricted to cool northern forests in the more northern and/or cooler parts of New York.,Graminoid,Perennial
1874,Accepted Name,Lycopodiella inundata,Lycopodiella inundata (L.) Holub,northern bog clubmoss,Lycopodiaceae,Lycopodiella,inundata,(L.) Holub,,,Y,,8,N,Y,,,OBL,OBL,S5,G5,Vascular,"Bogs, edges of ponds, and logging and dirt roads often on mosses or in peaty, sandy, or coarse soils. The most common Lycopodiella in New York.","Subshrub, Shrub",Perennial
1887,Accepted Name,Lycopodium clavatum,Lycopodium clavatum L.,staghorn clubmoss,Lycopodiaceae,Lycopodium,clavatum,L.,,,Y,,5,N,Y,,,FAC,FAC,S5,G5,Vascular,"Dry to mesic forests, forest openings, forest edges, and sometimes in more open sites in thin acidic soils. Also occasionally in mosses on edges of swamps and marshes. Does well in successional forests and in disturbed soils that become colonized by mosses.","Subshrub, Shrub",Perennial
1879,Accepted Name,Lycopodium lagopus,Lycopodium lagopus (Laest. ex C. Hartm.) G. Zinserl. ex Kuzen.,one-cone clubmoss,Lycopodiaceae,Lycopodium,lagopus,(Laest. ex C. Hartm.) G. Zinserl. ex Kuzen.,,,Y,,4,N,Y,,,FACU,FACU,S4,G5,Vascular,"Edges of forests, sterile fields, ski slopes, and other dry to mesic open sterile sites. Sometimes occurring with L. clavatum.","Shrub, Subshrub",Perennial
1686,Accepted Name,Lycopus americanus,Lycopus americanus Muhl. ex W.P.C. Barton,"American bugleweed, American water horehound",Lamiaceae,Lycopus,americanus,Muhl. ex W.P.C. Barton,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, swamps, and edges of ponds and streams. Common in a large variety of wetlands.",Forb/herb,Perennial
1735,Accepted Name,Lycopus uniflorus,Lycopus uniflorus Michx.,"northern bugleweed, northern water horehound",Lamiaceae,Lycopus,uniflorus,Michx.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, swamps, damp shores, ditches, and elsewhere. Common in a large variety of wetlands.",Forb/herb,Perennial
1769,Accepted Name,Lycopus virginicus,Lycopus virginicus L.,"Virginia bugleweed, Virginia water horehound",Lamiaceae,Lycopus,virginicus,L.,,,Y,,4,N,Y,,,OBL,OBL,S4,G5,Vascular,,Forb/herb,Perennial
1331,Accepted Name,Lyonia ligustrina var. ligustrina,Lyonia ligustrina (L.) DC. var. ligustrina,maleberry,Ericaceae,Lyonia,ligustrina,(L.) DC.,var. ligustrina,,Y,,6,N,Y,,,FACW,FACW,S5,G5,Vascular,"Mesic to wet acidic forests, forest edges, Sphagnum dominated peatlands, and swamps. Quite sparse in western and central New York.",Shrub,Perennial
2536,Accepted Name,Lysimachia borealis,Lysimachia borealis (Raf.) U. Manns & Anderb.,starflower,Primulaceae,Lysimachia,borealis,(Raf.) U. Manns & Anderb.,,,Y,,6,N,Y,,,FAC,FAC,S5,G5,Vascular,Cool northern hardwood and mixed hardwood-coniferous forests. Also in peatlands. Often in acidic soils.,Forb/herb,Perennial
6483,Accepted Name,Lysimachia ciliata,Lysimachia ciliata L.,fringed loosestrife,Primulaceae,Lysimachia,ciliata,L.,,,Y,,4,N,Y,,,FACW,FACW,S5,,Vascular,"Fens, swamps, marshes, ditches, and wet thickets.",Herbaceous,Perennial
2532,Accepted Name,Lysimachia quadrifolia,Lysimachia quadrifolia L.,whorled loosestrife,Primulaceae,Lysimachia,quadrifolia,L.,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,Acidic dry-mesic to mesic hardwood forests and forest edges. Sometimes it grows in more open sites but generally it is a forest herb.,Forb/herb,Perennial
2528,Accepted Name,Lysimachia terrestris,"Lysimachia terrestris (L.) Britton, Sterns & Poggenb.",swamp candles,Primulaceae,Lysimachia,terrestris,"(L.) Britton, Sterns & Poggenb.",,,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, peatlands, ponds, lakes, slow moving stream edges, and ditches in shallow water or occasionally on only saturated soils.",Forb/herb,Perennial
2534,Accepted Name,Lysimachia thyrsiflora,Lysimachia thyrsiflora L.,tufted loosestrife,Primulaceae,Lysimachia,thyrsiflora,L.,,,Y,,7,N,Y,,,OBL,OBL,S4,G5,Vascular,Marshes and swamps often in relatively small populations that are not dense. Plants sometimes grow with dense herbaceous cover.,Forb/herb,Perennial
6577,Accepted Name,Lythrum alatum var. alatum,Lythrum alatum Pursh var. alatum,winged loosestrife,Lythraceae,Lythrum,alatum,Pursh,var. alatum,,Y,,2,N,Y,,,FACW,OBL,S5,,Vascular,,Herbaceous,Perennial
1899,Accepted Name,Magnolia acuminata,Magnolia acuminata (L.) L.,"cucumber tree, cucumber magnolia",Magnoliaceae,Magnolia,acuminata,(L.) L.,,,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,Mesic forests sometimes in deep rich and/or calcareous soils. Occasionally in dry-mesic or wet-mesic soils. It often occurs sparsely distributed and does not become a dominant tree in New York.,Tree,Perennial
1859,Accepted Name,Maianthemum canadense,Maianthemum canadense Desf.,Canada mayflower,Asparagaceae,Maianthemum,canadense,Desf.,,,Y,,5,N,Y,,,FAC,FACU,S5,G5,Vascular,"Mesic hardwood, coniferous, and hardwood-coniferous forests; and hummocks in swamps. It does particularly well in cool northern forests where it can be the dominant herbaceous plant.",Forb/herb,Perennial
1849,Accepted Name,Maianthemum racemosum,Maianthemum racemosum (L.) Link,false Solomon’s seal,Asparagaceae,Maianthemum,racemosum,(L.) Link,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,Mesic hardwood and hardwood-coniferous forests. Widespread and common in a variety of forest types but perhaps absent from the drier most acidic sites.,Forb/herb,Perennial
1842,Accepted Name,Maianthemum stellatum,Maianthemum stellatum (L.) Link,starry Solomon’s seal,Asparagaceae,Maianthemum,stellatum,(L.) Link,,,Y,,7,N,Y,,,FACW,FAC,S5,G5,Vascular,"Alluvial forests, mesic to wet forests, edges of marly ponds, and fens. Somewhat local in parts of New York. Perhaps preferring calcareous or deep rich wet-mesic or seasonally wet soils.",Forb/herb,Perennial
1853,Accepted Name,Maianthemum trifolium,Maianthemum trifolium (L.) Sloboda,three-leaved Solomon’s seal,Asparagaceae,Maianthemum,trifolium,(L.) Sloboda,,,Y,,10,N,Y,,,OBL,OBL,S5,G5,Vascular,Wet peaty acidic soils. Bogs and wet springy forests in cool sites.,Forb/herb,Perennial
1995,Accepted Name,Malaxis unifolia,Malaxis unifolia Michx.,green adder’s mouth,Orchidaceae,Malaxis,unifolia,Michx.,,,Y,,8,N,Y,,,FAC,FAC,S4,G5,Vascular,,Forb/herb,Perennial
1282,Accepted Name,Matteuccia struthiopteris var. pensylvanica,Matteuccia struthiopteris (L.) Tod. var. pensylvanica (Willd.) C.V. Morton,ostrich fern,Onocleaceae,Matteuccia,struthiopteris,(L.) Tod.,var. pensylvanica,(Willd.) C.V. Morton,Y,,5,N,Y,,,FACW,FAC,S4,G5,Vascular,"Primarily a species of floodplain forests. Also, shores of streams, rich mesic forests, and less frequently swamps.",Fern,Perennial
1854,Accepted Name,Medeola virginiana,Medeola virginiana L.,Indian cucumber root,Liliaceae,Medeola,virginiana,L.,,,Y,,7,N,Y,,,FAC,FACU,S5,G5,Vascular,"Mesic to wet-mesic hardwood, coniferous, and hardwood-coniferous forests. Occurs primarily in cool northern forests.",Forb/herb,Perennial
6830,Accepted Name,Melampyrum lineare,Melampyrum lineare Desr.,cow wheat,Orobanchaceae,Melampyrum,lineare,Desr.,,,Y,,7,N,Y,,,FACU,FACU,SNR,,Vascular,,Herbaceous,Annual
1912,Accepted Name,Menispermum canadense,Menispermum canadense L.,moonseed,Menispermaceae,Menispermum,canadense,L.,,,Y,,6,N,Y,,,FACU,FAC,S5,G5,Vascular,"Floodplain forests and thickets, and rich forests over calcareous soils or bedrock. Most abundant on valley bottoms and lower slopes.","Vine, Subshrub",Perennial
1761,Accepted Name,Mentha canadensis,Mentha canadensis L.,American wild mint,Lamiaceae,Mentha,canadensis,L.,,,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"Marshes, wet thickets, and stream banks. Often grows in somewhat weedy thickets.",Forb/herb,
1914,Accepted Name,Menyanthes trifoliata,Menyanthes trifoliata L.,buckbean,Menyanthaceae,Menyanthes,trifoliata,L.,,,Y,,9,N,Y,,,OBL,OBL,S4,G5,Vascular,"Bogs, poor to rich fens, rich swamps, and cool springy forests. Often in inundated soils and sometimes at the edge of ponds or streams in the habitats mentioned.",Forb/herb,
568,Accepted Name,Mertensia virginica,Mertensia virginica (L.) Pers. ex Link,eastern bluebells,Boraginaceae,Mertensia,virginica,(L.) Pers. ex Link,,,Y,,7,N,Y,,,FACW,FAC,S4,G5,Vascular,"Floodplain and bottomland forests and thickets, low rich forests, and stream banks. Also cultivated.",Forb/herb,Perennial
2896,Accepted Name,Micranthes pensylvanica,Micranthes pensylvanica (L.) Haw.,swamp saxifrage,Saxifragaceae,Micranthes,pensylvanica,(L.) Haw.,,,Y,,9,N,Y,,,OBL,OBL,S4S5,G5,Vascular,Low areas in swamps and wet forests with mucky saturated soils.,Forb/herb,Perennial
2902,Accepted Name,Micranthes virginiensis,Micranthes virginiensis (Michx.) Small,early saxifrage,Saxifragaceae,Micranthes,virginiensis,(Michx.) Small,,,Y,,7,N,Y,,,FAC,FACU,S5,G5,Vascular,Wet to mesic to seasonally dry rock outcrops and ledges; and thin soils on bluffs and in forest openings. Generally associated with rocks and often in areas that are at least seasonally seepy.,Forb/herb,Perennial
327,Accepted Name,Mikania scandens,Mikania scandens (L.) Willd.,"climbing hempweed, climbing boneset",Asteraceae,Mikania,scandens,(L.) Willd.,,,Y,,6,N,Y,,,FACW,OBL,S4,G5,Vascular,,"Vine, Forb/herb",Perennial
2262,Accepted Name,Milium effusum var. cisatlanticum,Milium effusum L. var. cisatlanticum Fernald,millet grass,Poaceae,Milium,effusum,L.,var. cisatlanticum,Fernald,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,Rich cool northern hardwood forests often in calcareous soils.,Graminoid,Perennial
2907,Accepted Name,Mimulus alatus,Mimulus alatus (Soland.) Aiton,winged monkey flower,Phrymaceae,Mimulus,alatus,(Soland.) Aiton,,,Y,,6,N,Y,Rare-State,,OBL,OBL,S4,G5,Vascular,Fresh to brackish shores of rivers and streams; floodplain forests and thickets.,Forb/herb,Perennial
2908,Accepted Name,Mimulus ringens,Mimulus ringens L.,Allegheny monkey flower,Phrymaceae,Mimulus,ringens,L.,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, wet thickets, ditches, edges of streams, pond and lake margins, and gravel and sand bars in streams. Predominately in non-shaded habitats.",Forb/herb,Perennial
6854,Accepted Name,Mitchella repens,Mitchella repens L.,partridge berry,Rubiaceae,Mitchella,repens,L.,,,Y,,6,N,Y,,,FACU,FACU,S5,,Vascular,Tsuga canadensis dominated forests with sparse herbaceous vegetation; other mesic forest types; and coastal oak forests in dry-mesic to mesic sandy soils.,Herbaceous,Perennial
6491,Accepted Name,Mitella diphylla,Mitella diphylla L.,"two-leaved mitrewort, two-leaved bishop’s cap",Saxifragaceae,Mitella,diphylla,L.,,,Y,,8,N,Y,,,FACU,FACU,S5,,Vascular,"Rich mesic forests, forested seeps, edges of swamps, and sometimes on hummocks in swamps. Generally in shaded habitats in deep rich soils of valley bottoms or lower slopes.",Herbaceous,Perennial
785,Accepted Name,Moehringia lateriflora,Moehringia lateriflora (L.) Fenzl,blunt-leaved sandwort,Caryophyllaceae,Moehringia,lateriflora,(L.) Fenzl,,,Y,,8,N,Y,,,FAC,FACU,S5,G5,Vascular,"Mesic to low wet forests, wet to mesic thickets, edges of small intermittent drainages, and open peaty wet areas.",Forb/herb,Perennial
1760,Accepted Name,Monarda clinopodia,Monarda clinopodia L.,basilbalm,Lamiaceae,Monarda,clinopodia,L.,,,Y,,7,N,Y,Endangered-State,,FACU,FACU,S1,G5,Vascular,,Forb/herb,Perennial
1759,Accepted Name,Monarda didyma,Monarda didyma L.,"Oswego tea, beebalm",Lamiaceae,Monarda,didyma,L.,,,Y,,7,N,Y,,,FAC,FACU,S5,G5,Vascular,"Forested seeps, stream banks, alluvial forests, and wet thickets.",Forb/herb,Perennial
1758,Accepted Name,Monarda fistulosa var. fistulosa,Monarda fistulosa L. var. fistulosa,common wild bergamot,Lamiaceae,Monarda,fistulosa,L.,var. fistulosa,,Y,,2,N,Y,,,UPL,FACU,S5,G5,Vascular,"Thickets, successional fields, edges and openings in hardwood forests, bluffs, and roadsides. Mostly in dry to dry-mesic soils in open habitats.","Subshrub, Shrub",Perennial
6920,Accepted Name,Monarda fistulosa var. mollis,Monarda fistulosa L. var. mollis (L.) Benth.,pale wild bergamot,Lamiaceae,Monarda,fistulosa,L.,var. mollis,(L.) Benth.,Y,,2,N,Y,,,UPL,FACU,S4S5,,Vascular,,Herbaceous,Perennial
786,Accepted Name,Mononeuria glabra,Mononeuria glabra (Michx.) Dillenb. & Kadereit,Appalachian sandwort,Caryophyllaceae,Mononeuria,glabra,(Michx.) Dillenb. & Kadereit,,,Y,,9,N,Y,Rare-State,,UPL,UPL,S3,G4,Vascular,"Highly localized in NY, it occurs on rocky summits and openings; and ledges in open (non-shaded) areas. The soils are acidic and thin. The adjacent herbaceous vegetation is minimal. It does well in seasonally wet areas in these habitats.",Forb/herb,Perennial
787,Accepted Name,Mononeuria groenlandica,Mononeuria groenlandica (Retz.) Dillenb. & Kadereit,mountain sandwort,Caryophyllaceae,Mononeuria,groenlandica,(Retz.) Dillenb. & Kadereit,,,Y,,9,N,Y,Rare-State,,UPL,UPL,S3,G5,Vascular,Thin coarse soil or in cracks of acidic rock on open rocky alpine and sub-alpine areas. Sometimes forming large masses in the appropriate habitat.,Forb/herb,
1327,Accepted Name,Monotropa uniflora,Monotropa uniflora L.,Indian pipe,Ericaceae,Monotropa,uniflora,L.,,,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,In a wide variety of dry-mesic to mesic forests. New plants appear in mid-summer.,Forb/herb,Perennial
1925,Accepted Name,Morella caroliniensis,Morella caroliniensis (Mill.) Small,bayberry,Myricaceae,Morella,caroliniensis,(Mill.) Small,,,Y,,7,N,Y,,,FAC,FAC,S4,G5,Vascular,"This species is found in a few, apparently very different, habitat types including upland maritime habitats, dunes, rich open to forested fens, and open habitats in sandy or thin acidic soils.",Shrub,Perennial
1919,Accepted Name,Morus rubra,Morus rubra L.,red mulberry,Moraceae,Morus,rubra,L.,,,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,Fairly local and populations are often small. Rich dry to dry-mesic forests often on calcareous bedrock or soils. Not weedy like M. alba.,Tree,Perennial
